"url","route","page_type","title","description","h1","h1_count","canonical","http_status","indexable","robots","sitemap_present","lastmod","word_count","source_count","image_count","tool_count","internal_inlinks","content_inlinks","internal_outlinks","depth_from_home","structured_data","schema_errors","missing_alt","duration_ms","current_gsc_status","last_crawl","google_canonical","user_canonical","gsc_verdict","gsc_crawl_allowed","gsc_fetch","gsc_index_allowed","gsc_sitemap","gsc_referring_page","impressions_7d","impressions_28d","clicks_28d","query_count","performance_note","aggregate_gsc_status","index_surface_decision","target_index_surface_decision","priority","action_required","evidence_scope","observed_date"
"https://www.biz2lab.com/health/acute-myocardial-infarction","/health/acute-myocardial-infarction","disease","급성심근경색 | 오누림","가슴 통증이 어느 정도여야 119를 불러야 하는지 망설이지 않도록, 다양한 심근경색 의심 신호와 행동을 정리합니다.","급성심근경색","1","https://www.biz2lab.com/health/acute-myocardial-infarction","200","true","","true","2026-08-26T00:00:00.000Z","365","2","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","19","DISCOVERED_NOT_INDEXED","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: 발견됨 - 현재 색인이 생성되지 않음","해당사항 없음","해당사항 없음","해당사항 없음","https://www.biz2lab.com/sitemap.xml","https://www.biz2lab.com/","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_PRIMARY","INDEX_PRIMARY","P2","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/allergic-rhinitis","/health/allergic-rhinitis","disease","알레르기 비염, 원인을 단정하기보다 흐름을 살펴요 | 오누림","코와 눈의 불편을 감기와 혼동하지 않도록, 안전한 관찰과 진료 질문 준비를 돕습니다.","알레르기 비염, 원인을 단정하기보다 흐름을 살펴요","1","https://www.biz2lab.com/health/allergic-rhinitis","200","true","","true","2026-08-26T00:00:00.000Z","418","4","3","3","5","2","18","1","[""Organization"",""WebSite"",""Article""]","0","0","24","INDEXED","2026. 9. 5. 오후 8:02:22","https://www.biz2lab.com/health/allergic-rhinitis","https://www.biz2lab.com/health/allergic-rhinitis","URL이 Google에 등록되어 있음","예","성공","예","https://www.biz2lab.com/sitemap.xml","https://www.biz2lab.com/","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_PRIMARY","INDEX_PRIMARY","P2","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/asthma","/health/asthma","disease","천식 | 오누림","기도가 예민해져 좁아질 때 나타날 수 있는 변화를 이해하고, 평소 증상과 응급 호흡곤란을 분리합니다.","천식","1","https://www.biz2lab.com/health/asthma","200","true","","true","2026-08-26T00:00:00.000Z","361","3","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","13","DISCOVERED_NOT_INDEXED","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: 발견됨 - 현재 색인이 생성되지 않음","해당사항 없음","해당사항 없음","해당사항 없음","https://www.biz2lab.com/sitemap.xml","https://www.biz2lab.com/","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_PRIMARY","INDEX_PRIMARY","P2","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/gastroesophageal-reflux-disease","/health/gastroesophageal-reflux-disease","disease","위식도역류질환, 음식 하나보다 시간과 변화를 기록해요 | 오누림","속쓰림과 역류감의 흐름을 관찰하고, 흉부 불편을 혼자 역류로 결론 내리지 않도록 돕습니다.","위식도역류질환, 음식 하나보다 시간과 변화를 기록해요","1","https://www.biz2lab.com/health/gastroesophageal-reflux-disease","200","true","","true","2026-08-26T00:00:00.000Z","439","5","3","3","5","2","18","1","[""Organization"",""WebSite"",""Article""]","0","0","43","INDEXED","2026. 8. 30. 오후 4:18:58","https://www.biz2lab.com/health/gastroesophageal-reflux-disease","https://www.biz2lab.com/health/gastroesophageal-reflux-disease","URL이 Google에 등록되어 있음","예","성공","예","https://www.biz2lab.com/sitemap.xml","https://www.biz2lab.com/","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_PRIMARY","INDEX_PRIMARY","P2","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/gout","/health/gout","disease","통풍 | 오누림","통풍을 음식 하나의 벌처럼 설명하지 않고, 갑작스러운 관절 변화와 요산 검사의 한계를 함께 봅니다.","통풍","1","https://www.biz2lab.com/health/gout","200","true","","true","2026-08-26T00:00:00.000Z","383","3","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","15","DISCOVERED_NOT_INDEXED","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: 발견됨 - 현재 색인이 생성되지 않음","해당사항 없음","해당사항 없음","해당사항 없음","https://www.biz2lab.com/sitemap.xml","https://www.biz2lab.com/","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_PRIMARY","INDEX_PRIMARY","P2","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/guides/appointment-questions","/health/guides/appointment-questions","support","진료 전에 준비하면 좋은 질문 | 오누림","진료시간에 가장 중요한 내용을 놓치지 않도록 질문을 세 묶음으로 정리합니다.","진료 전에 준비하면 좋은 질문","1","https://www.biz2lab.com/health/guides/appointment-questions","200","true","","true","2026-08-26T00:00:00.000Z","101","2","0","0","76","2","14","1","[""Organization"",""WebSite""]","0","0","21","INDEXED","2026. 9. 6. 오전 4:06:38","https://www.biz2lab.com/health/guides/appointment-questions","https://www.biz2lab.com/health/guides/appointment-questions","URL이 Google에 등록되어 있음","예","성공","예","https://www.biz2lab.com/sitemap.xml","감지된 페이지 없음","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_SUPPORT","INDEX_SUPPORT","P3","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/guides/family-medication-support","/health/guides/family-medication-support","support","가족의 복약 관리를 도울 때 확인할 것 | 오누림","감시하거나 약을 대신 정하지 않고, 당사자의 동의 아래 정확한 목록과 문의 경로를 준비합니다.","가족의 복약 관리를 도울 때 확인할 것","1","https://www.biz2lab.com/health/guides/family-medication-support","200","true","","true","2026-08-26T00:00:00.000Z","104","2","0","0","76","2","14","1","[""Organization"",""WebSite""]","0","0","20","DISCOVERED_NOT_INDEXED","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: 발견됨 - 현재 색인이 생성되지 않음","해당사항 없음","해당사항 없음","해당사항 없음","https://www.biz2lab.com/sitemap.xml","감지된 페이지 없음","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_SUPPORT","INDEX_SUPPORT","P3","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/guides/measuring-blood-pressure","/health/guides/measuring-blood-pressure","support","혈압 제대로 재는 방법 | 오누림","한 번의 숫자에 놀라기 전에 같은 조건에서 잴 수 있도록 준비·자세·기록을 나눕니다.","혈압 제대로 재는 방법","1","https://www.biz2lab.com/health/guides/measuring-blood-pressure","200","true","","true","2026-08-26T00:00:00.000Z","104","2","0","0","2","2","15","1","[""Organization"",""WebSite""]","0","0","173","DISCOVERED_NOT_INDEXED","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: 발견됨 - 현재 색인이 생성되지 않음","해당사항 없음","해당사항 없음","해당사항 없음","https://www.biz2lab.com/sitemap.xml","감지된 페이지 없음","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_SUPPORT","INDEX_SUPPORT","P3","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/guides/medication-list","/health/guides/medication-list","support","약 이름과 복용 정보를 정리하는 법 | 오누림","처방약·일반약·보충제를 한 목록에 적어 진료와 약국에서 정확히 보여 줍니다.","약 이름과 복용 정보를 정리하는 법","1","https://www.biz2lab.com/health/guides/medication-list","200","true","","true","2026-08-26T00:00:00.000Z","82","2","0","0","2","2","15","1","[""Organization"",""WebSite""]","0","0","12","DISCOVERED_NOT_INDEXED","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: 발견됨 - 현재 색인이 생성되지 않음","해당사항 없음","해당사항 없음","해당사항 없음","https://www.biz2lab.com/sitemap.xml","https://www.biz2lab.com/","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_SUPPORT","INDEX_SUPPORT","P3","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
"https://www.biz2lab.com/health/guides/older-parent-health-organizer","/health/guides/older-parent-health-organizer","support","고령 부모님 건강정보를 정리하는 방법 | 오누림","가족이 대신 결정하기보다 당사자의 동의 아래 응급·진료 정보를 찾기 쉽게 정리합니다.","고령 부모님 건강정보를 정리하는 방법","1","https://www.biz2lab.com/health/guides/older-parent-health-organizer","200","true","","true","2026-08-26T00:00:00.000Z","104","2","0","0","2","2","15","1","[""Organization"",""WebSite""]","0","0","16","UNKNOWN","NOT_AVAILABLE","NOT_AVAILABLE","NOT_AVAILABLE","페이지 색인이 생성되지 않음: Google에는 아직 알려지지 않은 URL입니다.","해당사항 없음","해당사항 없음","해당사항 없음","감지된 참조 사이트맵이 없습니다.","감지된 페이지 없음","0","0","0","NOT_JOINED","Complete UI page tables; absent row = 0 reported impressions, not proof of zero demand. Query count only when exact page filter inspected.","DISCOVERED_NOT_INDEXED","INDEX_SUPPORT","INDEX_SUPPORT","P3","페이지별 순차 개선·출처 대조·12개 인증 기준 QA","PRODUCTION_BASELINE_WITH_UNAPPLIED_PLAN","2026-09-06"
