"url","date","requested","reason","content_change_sha","gsc_state_before_request"
"https://www.biz2lab.com/","2026-09-06","NO","ADSENSE_REVIEW_IN_PROGRESS_PRODUCTION_FREEZE; no SEO V2 content deployed","NOT_DEPLOYED","INDEXED"
"https://www.biz2lab.com/health","2026-09-06","NO","ADSENSE_REVIEW_IN_PROGRESS_PRODUCTION_FREEZE; no SEO V2 content deployed","NOT_DEPLOYED","INDEXED"
"https://www.biz2lab.com/health/acute-myocardial-infarction","2026-09-06","NO","ADSENSE_REVIEW_IN_PROGRESS_PRODUCTION_FREEZE; no SEO V2 content deployed","NOT_DEPLOYED","DISCOVERED_NOT_INDEXED"
"https://www.biz2lab.com/health/allergic-rhinitis","2026-09-06","NO","ADSENSE_REVIEW_IN_PROGRESS_PRODUCTION_FREEZE; no SEO V2 content deployed","NOT_DEPLOYED","INDEXED"
"https://www.biz2lab.com/health/anxiety-disorder","2026-09-06","NO","ADSENSE_REVIEW_IN_PROGRESS_PRODUCTION_FREEZE; no SEO V2 content deployed","NOT_DEPLOYED","INDEXED"
"https://www.biz2lab.com/health/asthma","2026-09-06","NO","ADSENSE_REVIEW_IN_PROGRESS_PRODUCTION_FREEZE; no SEO V2 content deployed","NOT_DEPLOYED","DISCOVERED_NOT_INDEXED"
"https://www.biz2lab.com/health/depression","2026-09-06","NO","ADSENSE_REVIEW_IN_PROGRESS_PRODUCTION_FREEZE; no SEO V2 content deployed","NOT_DEPLOYED","INDEXED"
"https://www.biz2lab.com/health/dyslipidemia","2026-09-06","NO","ADSENSE_REVIEW_IN_PROGRESS_PRODUCTION_FREEZE; no SEO V2 content deployed","NOT_DEPLOYED","INDEXED"
"https://www.biz2lab.com/health/gastroesophageal-reflux-disease","2026-09-06","NO","ADSENSE_REVIEW_IN_PROGRESS_PRODUCTION_FREEZE; no SEO V2 content deployed","NOT_DEPLOYED","INDEXED"
"https://www.biz2lab.com/health/gout","2026-09-06","NO","ADSENSE_REVIEW_IN_PROGRESS_PRODUCTION_FREEZE; no SEO V2 content deployed","NOT_DEPLOYED","DISCOVERED_NOT_INDEXED"
"https://www.biz2lab.com/health/guides/appointment-questions","2026-09-06","NO","ADSENSE_REVIEW_IN_PROGRESS_PRODUCTION_FREEZE; no SEO V2 content deployed","NOT_DEPLOYED","INDEXED"
"https://www.biz2lab.com/health/guides/danger-signals","2026-09-06","NO","ADSENSE_REVIEW_IN_PROGRESS_PRODUCTION_FREEZE; no SEO V2 content deployed","NOT_DEPLOYED","INDEXED"
"https://www.biz2lab.com/health/guides/family-medication-support","2026-09-06","NO","ADSENSE_REVIEW_IN_PROGRESS_PRODUCTION_FREEZE; no SEO V2 content deployed","NOT_DEPLOYED","DISCOVERED_NOT_INDEXED"
"https://www.biz2lab.com/health/guides/measuring-blood-pressure","2026-09-06","NO","ADSENSE_REVIEW_IN_PROGRESS_PRODUCTION_FREEZE; no SEO V2 content deployed","NOT_DEPLOYED","DISCOVERED_NOT_INDEXED"
"https://www.biz2lab.com/health/guides/medication-list","2026-09-06","NO","ADSENSE_REVIEW_IN_PROGRESS_PRODUCTION_FREEZE; no SEO V2 content deployed","NOT_DEPLOYED","DISCOVERED_NOT_INDEXED"
